Data,Ente,gg,mezzo,Km_auto,Km_mezzi,Km_bici,Km_piedi,alimentazione,NOX,NOXT,PM10,PM10T,CO2,CO2T
2020/06/05 9:20:18 AM EET,Ven,62.0,Auto/Moto/Scooter/Ciclomotore,15.0,0.0,0.0,0.0,GPL,0.0056325,0.0005069250000000001,0.000483,4.3469999999999995e-05,2.5066664999999997,0.22559998499999998
2020/06/05 9:20:21 AM EET,EMR,44.0,Bicicletta/monopattino,,,,,,,,,,,
2020/06/05 9:20:21 AM EET,ISPRA,50.0,Mezzi pubblici (autobus/tram/treno...),5.0,22.0,0.0,4.0,Benzina,0.0018867200000000002,9.4336e-05,6.5692e-05,3.2845999999999994e-06,0.321297108,0.016064855399999998
2020/06/05 9:20:27 AM EET,Ven,9.0,Auto/Moto/Scooter/Ciclomotore,80.0,0.0,0.0,0.0,Diesel,0.03004,0.00027036,0.002576,2.3184000000000004e-05,13.368887999999998,0.12031999199999999
2020/06/05 9:20:32 AM EET,Umb,14.0,Auto/Moto/Scooter/Ciclomotore,12.0,0.0,0.0,0.0,Benzina,0.0045060000000000005,6.308400000000001e-05,0.00038639999999999996,5.4096e-06,2.0053332,0.0280746648
2020/06/05 9:20:35 AM EET,Ven,60.0,Auto/Moto/Scooter/Ciclomotore,,,,,,,,,,,
2020/06/05 9:20:35 AM EET,Ven,12.0,Auto/Moto/Scooter/Ciclomotore,160.0,0.0,0.0,2.0,GPL,0.06008,0.0007209600000000001,0.005152,6.182400000000001e-05,26.737775999999997,0.32085331199999995
2020/06/05 9:20:42 AM EET,Lomb,60.0,Auto/Moto/Scooter/Ciclomotore,10.0,0.0,0.0,0.0,Benzina,0.003755,0.0002253,0.000322,1.932e-05,1.6711109999999998,0.10026666
2020/06/05 9:20:49 AM EET,Lomb,49.0,Auto/Moto/Scooter/Ciclomotore,60.0,0.0,0.0,0.0,Diesel,0.02253,0.0011039700000000001,0.001932,9.4668e-05,10.026665999999999,0.4913066339999999
2020/06/05 9:20:54 AM EET,ISPRA,60.0,Auto/Moto/Scooter/Ciclomotore,14.0,0.0,0.0,0.0,Diesel,0.0052569999999999995,0.00031541999999999996,0.00045079999999999995,2.7047999999999996e-05,2.3395553999999996,0.14037332399999997
2020/06/05 9:21:00 AM EET,Lomb,58.0,Mezzi pubblici (autobus/tram/treno...),0.0,25.0,0.0,2.0,NON USO QUESTA MODALITA' DI SPOSTAMENTO,0.002144,0.000124352,7.465e-05,4.329699999999999e-06,0.36511035,0.0211764003
2020/06/05 9:21:07 AM EET,Ven,37.0,Auto/Moto/Scooter/Ciclomotore,,,,,,,,,,,
2020/06/05 9:21:13 AM EET,EMR,33.0,Auto/Moto/Scooter/Ciclomotore,12.0,0.0,0.0,0.0,Diesel,0.0045060000000000005,0.00014869800000000003,0.00038639999999999996,1.2751199999999999e-05,2.0053332,0.0661759956
2020/06/05 9:21:14 AM EET,Ven,44.0,Mezzi pubblici (autobus/tram/treno...),0.0,10.0,0.0,1.0,NON USO QUESTA MODALITA' DI SPOSTAMENTO,0.0008576,3.77344e-05,2.986e-05,1.3138399999999999e-06,0.14604414,0.00642594216
2020/06/05 9:21:20 AM EET,Tos,46.0,Mezzi pubblici (autobus/tram/treno...),0.0,5.0,0.0,2.0,NON USO QUESTA MODALITA' DI SPOSTAMENTO,0.0004288,1.97248e-05,1.493e-05,6.8678e-07,0.07302207,0.00335901522
2020/06/05 9:21:26 AM EET,Ven,50.0,Auto/Moto/Scooter/Ciclomotore,40.0,0.0,0.0,0.0,GPL,0.01502,0.000751,0.001288,6.44e-05,6.684443999999999,0.3342221999999999
